CalId;C¢digo NL;C¢digo RL;"N. RLs
Revisados";Texto do Requisito Legal;Soluá∆o;Hip¢tese de Incidància;"E / OU
(HIs)";Respons†vel pela Revis∆o;Respons†vel pela Alteraá∆o;Trecho da Carta de Atualizaá∆o;Data da Conclus∆o;Respons†vel pela Solicitaá∆o
;NL10675;"RL18628
RL18627
RL18630
RL18632
RL18633
RL18646";6;Vide rls;"Criaá∆o de novos contextos:

Obrigaá‰es espec°ficas para envasador

Obrigaá‰es para envasador e consumidor.";"HI6274 Envasar †gua mineral
HI7278 Envasar †gua natural
HI7266 Envasar †gua pot†vel

HI4755 Fabricar, produzir, importar, exportar, processar, preparar, tratar, embalar, acondicionar, armazenar, transportar, manipular e/ou comercializar alimentos e/ou bebidas";OU;Rafael C.;Rafael C.;"Item relativo a Resoluá∆o ANVISA  RDC 274, de 22 de setembro de 2005, que aprova o Regulamento TÇcnico para µguas Envasadas e Gelo.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";04.10.2019;"Diego
e-mail 27.09.2019"
;NL20368;"RL25896
RL25897
RL25899
RL25901
RL25903
RL25902
RL25904";7;Vide Rls;"Inserida as HIs:
HI4762 Comercializar, distribuir ou revender agrot¢xicos e afins
HI4875 Fabricar agrot¢xicos e afins
HI6984 Importar agrot¢xicos e afins

Exclu°da a HI:
 HI5716 Produzir, importar, exportar, comercializar, transportar, utilizar ou contratar prestadores de serviáos para aplicaá∆o de agrot¢xicos e afins";"HI4762 Comercializar, distribuir ou revender agrot¢xicos e afins
HI4875 Fabricar agrot¢xicos e afins
HI6984 Importar agrot¢xicos e afins";OU;Rafael C.;Rafael C.;"Item relativo a Instruá∆o Normativa MAPA SDA 16, de 18 de maio de 2017, que estabelece especificaá‰es para a elaboraá∆o de r¢tulos e bulas de agrot¢xicos e afins pelas empresas titulares de registro e as diretrizes para a inserá∆o de dados e documentos no Sistema de Produtos Fitossanit†rios - Sistema Agrofit.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";04.10.2019;"Diego
e-mail 27.09.2019"
;NL13971;"RL6065
RL6062 
RL6059
RL6064
RL6067
RL6058
RL6066
RL6069
RL6070
RL6071
RL6068
RL6075
RL6074
RL6073
RL6072
RL6077
RL6076
RL6079
RL6078
RL6080
RL6081
RL6082
RL6083
RL6084
RL6088
RL6085
RL6086
RL6087
RL6089
RL6090
RL6091";31;Vide Rls;"Inserida a HI:
HI11877 Realizar atividades de produá∆o de cultivares de soja geneticamente modificada

Exclu°da a HI:
HI5292 Realizar atividades de plantio e comercializaá∆o e/ou produá∆o/manutená∆o de sementes, mudas ou cultivares de soja geneticamente modificada"; HI11877 Realizar atividades de produá∆o de cultivares de soja geneticamente modificada;OU;Rafael C.;Rafael C.;"Item relativo a Portaria MAPA 293, de 24 de junho de 1999, que aprova as Normas Espec°ficas, em anexo, para produá∆o de sementes de soja geneticamente modificadas, das classes b†sica, registrada, certificada e fiscalizada, a serem observadas pelas Entidades Certificadoras e Fiscalizadoras, em todo o territ¢rio nacional.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";04.10.2019;"Diego
e-mail 27.09.2019"
;NL21285;"RL29405
RL29406
RL29407
RL29408";4;" RL29405 Foi elaborado um plano de monitoramento p¢s-liberaá∆o comercial de OGM (conforme art. 11 ou 18) ou foi solicitada sua isená∆o no prazo de 30 dias contados a partir da publicaá∆o do deferimento do pedido de liberaá∆o comercial do OGM? (Nota Ius Natura: o monitoramento p¢s-liberaá∆o comercial deve se iniciar a partir do uso comercial do produto.)
 RL29406 Efeito adverso relacionado ao ambiente ou Ö sa£de humana ou animal constatado durante o monitoramento geral Ç comunicado para a Secretaria-Executiva da CTNBio no prazo m†ximo de 15 dias da constataá∆o, mediante a apresentaá∆o de um relat¢rio tÇcnico consubstanciado sobre os efeitos adversos constatados, atendidas as exigàncias dos art. 12 a 16?
RL29407 S∆o encaminhados, para a CTNBio, relat¢rios parciais do monitoramento p¢s-liberaá∆o comercial do OGM, durante sua duraá∆o? (Nota Ius Natura 1: a periodicidade deve ser estabelecida no respectivo plano de monitoramento. Nota Ius Natura 2: as informaá‰es obtidas no monitoramento geral e, quando aplic†vel, no monitoramento caso-espec°fico devem constar nos relat¢rios parciais.)
RL29408 ê apresentado, para a CTNBio, um relat¢rio final ap¢s a conclus∆o do monitoramento p¢s-liberaá∆o comercial do OGM? (Nota Ius Natura: as informaá‰es obtidas no monitoramento geral e, quando aplic†vel, no monitoramento caso-espec°fico devem constar no relat¢rio final.)";"Criada e inserida a HI:
 HI11891 Realizar atividade de comercializaá∆o de organismos geneticamente modificados

Exclu°da a HI:
 HI5422 Realizar atividades de cultivo, produá∆o, manipulaá∆o, transporte, transferància, importaá∆o, exportaá∆o, armazenamento, pesquisa, comercializaá∆o, consumo, liberaá∆o no meio ambiente e descarte de organismos geneticamente modificados ? OGM e seus derivados"; HI11891 Realizar atividade de comercializaá∆o de organismos geneticamente modificados;OU;Rafael C.;Rafael C.;"Item relativo a Resoluá∆o Normativa CTNBio 09, de 02 de dezembro de 2011, que disciplina o monitoramento p¢s-liberaá∆o comercial de Organismos Geneticamente Modificados ? OGM ou sua isená∆o e obriga comunicar, para o CTNBio, efeito adverso relacionado ao ambiente ou Ö sa£de humana ou animal constatado durante o monitoramento geral.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";04.10.2019;"Diego
e-mail 27.09.2019"
;NL13002;"RL8742
RL8741
RL8748";3;" RL8742 A comercializaá∆o de Organismos Geneticamente Modificados - OGM e seus derivados est† autorizada pela CTNBio?
RL8741 As condiá‰es impostas na Decis∆o TÇcnica da CTNBio que autoriza o comÇrcio do OGM e derivados est∆o sendo cumpridas?
RL8748 O Plano de Monitoramento p¢s-liberaá∆o comercial aprovado pela CTNBio est† sendo implementado?";"Inserida a HI:
HI11891 Realizar atividade de comercializaá∆o de organismos geneticamente modificados

Exclu°da a HI:
HI5422 Realizar atividades de cultivo, produá∆o, manipulaá∆o, transporte, transferància, importaá∆o, exportaá∆o, armazenamento, pesquisa, comercializaá∆o, consumo, liberaá∆o no meio ambiente e descarte de organismos geneticamente modificados ? OGM e seus derivados";HI11891 Realizar atividade de comercializaá∆o de organismos geneticamente modificados;OU;Rafael C.;Rafael C.;"Item relativo a Resoluá∆o Normativa CTNBio 05, de 12 de maráo de 2008, que disp‰e sobre normas para liberaá∆o comercial de Organismos Geneticamente Modificados - OGMs.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";04.10.2019;"Diego
e-mail 27.09.2019"
;NL10818 ;"RL8578
RL8579
RL8580
RL8591";4;" RL8578 A importaá∆o e introduá∆o de OGM's no pa°s Ç autorizada por permiss∆o de importaá∆o emitida pelo Departamento de Defesa e Inspeá∆o Vegetal (DDIV), do MinistÇrio da Agricultura, Pecu†ria e Abastecimento, ap¢s parecer tÇcnico da CNTBio?
RL8579 Observa-se que o material introduzido somente poder† ser utilizado em regime de contená∆o, sendo que a autorizaá∆o n∆o permite a realizaá∆o de pesquisa em campo?
RL8580 Para pesquisa em campo, h† autorizaá∆o espec°fica e parecer conclusivo da CTNBio dispon°veis?
 RL8591 Para importaá∆o de OGM's cuja comercializaá∆o j† se encontre liberada no pa°s, s∆o observadas as normas fitossanit†rias aplic†veis, sendo dispensadas as autorizaá‰es supracitadas?";"Criada e inserida a HI:
 HI11892 Realizar atividade de importaá∆o de organismos geneticamente modificados

Exclu°da a HI:
HI5422 Realizar atividades de cultivo, produá∆o, manipulaá∆o, transporte, transferància, importaá∆o, exportaá∆o, armazenamento, pesquisa, comercializaá∆o, consumo, liberaá∆o no meio ambiente e descarte de organismos geneticamente modificados ? OGM e seus derivados"; HI11892 Realizar atividade de importaá∆o de organismos geneticamente modificados;E;Rafael C.;Rafael C.;"Item relativo a Instruá∆o Normativa CTNBio 02, de 12 de setembro de 1996, que disp‰e sobre a importaá∆o de vegetais geneticamente modificados destinados a pesquisa.

?Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";04.10.2019;"Diego
e-mail 27.09.2019"
;NL10821;"RL8582
RL8590
RL8588
RL8585";4;"RL8582 O transporte de OGM's Ç realizado mediante autorizaá∆o para transporte?
RL8590 As partes envolvidas no transporte, sejam destinat†rias ou remetentes, possuem Certificado de Qualidade em Biosseguranáa - CQB?
 RL8588 S∆o atendidas as orientaá‰es referentes ao transporte de OGM's, contidas na norma?
 RL8585 Tais orientaá‰es est∆o contidas em procedimento interno?";"Criada a inserida a HI:
HI11893 Realizar transporte de organismos geneticamente modificados

Exclu°da a HI:
HI5422 Realizar atividades de cultivo, produá∆o, manipulaá∆o, transporte, transferància, importaá∆o, exportaá∆o, armazenamento, pesquisa, comercializaá∆o, consumo, liberaá∆o no meio ambiente e descarte de organismos geneticamente modificados ? OGM e seus derivados";HI11893 Realizar transporte de organismos geneticamente modificados;E;Rafael C.;Rafael C.;"Item relativo a Instruá∆o Normativa CTNBio 04, de 20 de dezembro de 1996, que estabelece normas para o transporte de Organismos Geneticamente Modificados - OGMs.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";07.10.2019;"Diego
e-mail 27.09.2019"
;NL14960;"RL6143
RL6137
RL6140
RL6141
RL6138
RL6142";6;Vide RLs;"Inserida a HI:
HI7118 Exportar sementes e/ou mudas

Exclu°da a HI:
HI5294 Realizar atividades de produá∆o, aquisiá∆o, beneficiamento, embalo, armazenamento, plantio, manejo, coleta, an†lise laboratorial, amostragem, certificaá∆o, comÇrcio, transporte, distribuiá∆o, importaá∆o e exportaá∆o de mudas e/ou sementes";HI7118 Exportar sementes e/ou mudas;E;Rafael C.;Rafael C.;"Item relativo a Instruá∆o Normativa MAPA 05, de 02 de abril de 2012, que estabelece critÇrios para autorizaá∆o de uso de agrot¢xico em tratamento de sementes e mudas de cultura diversa Ös recomendadas em r¢tulo e bula, destinados exclusivamente Ö exportaá∆o, em atendimento a requisitos fitossanit†rios do pa°s importador.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";07.10.2019;"Diego
e-mail 27.09.2019"
;NL17436;RL8773;1;RL8773 A liberaá∆o planejada no meio ambiente de cana-de-aá£car geneticamente modificada Ç precedida de autorizaá∆o v†lida emitida pelo CTNBio? (Nota Ius Natura: a autorizaá∆o ser† concedida se observadas as condiá‰es estabelecidas no art. 1ß);"Criada e inserida a HI:
HI11894 Realizar liberaá∆o planejada de cana-de-aá£car geneticamente modificada no meio ambiente

Exclu°da a HI:
 HI5444 Realizar atividades de plantio e comercializaá∆o e/ou produá∆o/manutená∆o de sementes, mudas ou cultivares de milho geneticamente modificado";HI11894 Realizar liberaá∆o planejada de cana-de-aá£car geneticamente modificada no meio ambiente;E;Rafael C.;Rafael C.;"Item relativo a Resoluá∆o Normativa CTNBio 12, de 23 de setembro de 2014, que estabelece condiá‰es de isolamento e descarte para concess∆o de autorizaá∆o de liberaá∆o planejada no meio ambiente de cana-de-aá£car geneticamente modificada.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";07.10.2019;"Diego
e-mail 27.09.2019"
;NL46845;RL23148;1; RL23148 S∆o observadas as exigàncias desta norma para a transmiss∆o e a entrega de documentos digitais Ö Receita Federal?;"Inserida a HI:
HI11722 Possuir e/ou operar recintos alfandegados e/ou autorizados a operar com mercadorias sob controle aduaneiro

Exclu°da a HI:
HI5219 Exercer atividade no pa°s";HI11722 Possuir e/ou operar recintos alfandegados e/ou autorizados a operar com mercadorias sob controle aduaneiro;E;Rafael C.;Rafael C.;"Item relativo a Instruá∆o Normativa RFB 1.782, de 11 de janeiro de 2018, que disciplina a entrega de documentos para juntada a processo digital ou a dossià digital no Émbito da na Secretaria da Receita Federal do Brasil (RFB).

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";07.10.2019;"AGEO Terminas > AndrÇ Oliveira
04.10.19"
;NL22794 ;"RL10520
RL12292
RL13110";3;"RL10520 ê cumprida a obrigaá∆o de manter intactos os produtos descartados atÇ sua desativaá∆o ou reciclagem, de forma a evitar o vazamento de substÉncias t¢xicas?

RL12292 Foram estruturados e implementados sistemas de log°stica reversa, mediante retorno dos produtos ap¢s o uso pelo consumidor, de forma independente do serviáo p£blico de limpeza urbana e de manejo dos res°duos s¢lidos?

RL13110 Os fabricantes e os importadores d∆o destinaá∆o ambientalmente adequada aos produtos e Ös embalagens reunidos ou devolvidos, sendo o rejeito encaminhado para disposiá∆o final ambientalmente adequada?";"Inclu°da a HI:
HI4979 Importar pilhas e baterias

Inclu°da as HIs:
HI5662 Comercializar lÉmpadas
 HI4997 Comercializar pilhas e baterias
 HI5590 Fabricar lÉmpadas
 HI6564 Fabricar pilhas e baterias
 HI6915 Importar lÉmpadas
 HI4979 Importar pilhas e baterias

Exclu°da as HIs:
HI7088 Comercializar / distribuir produtos ou embalagens objeto de log°stica reversa (agrot¢xicos, pilhas, baterias, lÉmpadas, pneus, ¢leo lubrificante, eletroeletrìnicos e seus componentes)
HI5720 Fabricar produtos ou embalagens objeto de log°stica reversa (agrot¢xicos, pilhas, baterias, lÉmpadas, pneus, ¢leo lubrificante, eletroeletrìnicos e seus componentes)
HI7089 Importar produtos ou embalagens objeto de log°stica reversa (agrot¢xicos, pilhas, baterias, lÉmpadas, pneus, ¢leo lubrificante, eletroeletrìnicos e seus componentes)

Inclu°da as HIs:
HI5590 Fabricar lÉmpadas
 HI6564 Fabricar pilhas e baterias
HI6915 Importar lÉmpadas
 HI4979 Importar pilhas e baterias

Exclu°da as HIs:
HI5720 Fabricar produtos ou embalagens objeto de log°stica reversa (agrot¢xicos, pilhas, baterias, lÉmpadas, pneus, ¢leo lubrificante, eletroeletrìnicos e seus componentes)
HI7089 Importar produtos ou embalagens objeto de log°stica reversa (agrot¢xicos, pilhas, baterias, lÉmpadas, pneus, ¢leo lubrificante, eletroeletrìnicos e seus componentes)";"HI4979 Importar pilhas e baterias

HI5662 Comercializar lÉmpadas
 HI4997 Comercializar pilhas e baterias
 HI5590 Fabricar lÉmpadas
 HI6564 Fabricar pilhas e baterias
 HI6915 Importar lÉmpadas
 HI4979 Importar pilhas e baterias

 HI5590 Fabricar lÉmpadas
HI6564 Fabricar pilhas e baterias
HI6915 Importar lÉmpadas
HI4979 Importar pilhas e baterias";OU;Rafael C.;Rafael C.;"Item relativo ao Decreto Estadual 45.554, de 19 de maráo de 2008, que regulamenta a Lei 11.019/97, que pro°be o descarte de pilhas que contenham merc£rio met†lico, lÉmpadas fluorescentes, baterias de celular e artefatos que contenham metais pesados em lixo domÇstico ou comercial no Estado do Rio Grande do Sul.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";07.10.2019;"Amanda
01.10.2019"
;NL24140;"RL12292
RL11901
RL13111
RL12546";4;"RL12292 Foram estruturados e implementados sistemas de log°stica reversa, mediante retorno dos produtos ap¢s o uso pelo consumidor, de forma independente do serviáo p£blico de limpeza urbana e de manejo dos res°duos s¢lidos?
RL11901 Os consumidores dos produtos e embalagens de produtos ou embalagens objeto de log°stica reversa efetuam sua devoluá∆o ap¢s o uso aos entes por eles respons†veis? (Nota Ius Natura: s∆o usualmente respons†veis pelo recebimento dos produtos e/ou embalagens sujeitos Ö log°stica reversa os fabricantes, importadores, distribuidores, comerciantes, assistàncias tÇcnicas, centrais de coleta, dentre outros.)
RL13111 Os comerciantes e distribuidores efetuam a devoluá∆o aos fabricantes ou aos importadores dos produtos e embalagens reunidos ou devolvidos na forma dos ıı 3¯ e 4¯ do art. 33?
RL12546 Foi elaborado o Plano de Gerenciamento de Res°duos S¢lidos (PGRS)? (Nota Ius Natura: o PGRS deve conter os requisitos m°nimos listados no art. 21 da Lei Federal 12.305/10 e demais requisitos previstos em normas estaduais e municipais).";"Inseridas as HIs:
HI5662 Comercializar lÉmpadas
 HI4997 Comercializar pilhas e baterias
 HI5590 Fabricar lÉmpadas
 HI6564 Fabricar pilhas e baterias
 HI6915 Importar lÉmpadas
 HI4979 Importar pilhas e baterias

Exclu°das:
 HI7088 Comercializar / distribuir produtos ou embalagens objeto de log°stica reversa (agrot¢xicos, pilhas, baterias, lÉmpadas, pneus, ¢leo lubrificante, eletroeletrìnicos e seus componentes)
HI5720 Fabricar produtos ou embalagens objeto de log°stica reversa (agrot¢xicos, pilhas, baterias, lÉmpadas, pneus, ¢leo lubrificante, eletroeletrìnicos e seus componentes)
HI7089 Importar produtos ou embalagens objeto de log°stica reversa (agrot¢xicos, pilhas, baterias, lÉmpadas, pneus, ¢leo lubrificante, eletroeletrìnicos e seus componentes)

Exclu°das as HIs:
HI5198 Gerar res°duo de ¢leo lubrificante
HI5696 Gerar res°duo eletroeletrìnico
HI5675 Gerar res°duos de embalagens de ¢leos lubrificantes
HI5171 Gerar res°duos de pneus inserv°veis
HI4760 Utilizar agrot¢xicos e afins (utilizaá∆o pr¢pria ou de contratado para execuá∆o de serviáos que envolvam a aplicaá∆o de agrot¢xicos e afins)

Inseridas as HIs:
HI5662 Comercializar lÉmpadas
 HI4997 Comercializar pilhas e baterias

Exclu°da a HI:
 HI7088 Comercializar / distribuir produtos ou embalagens objeto de log°stica reversa (agrot¢xicos, pilhas, baterias, lÉmpadas, pneus, ¢leo lubrificante, eletroeletrìnicos e seus componentes)

Inseridas as HIs:
HI5166 Gerar res°duos de lÉmpadas
 HI4883 Gerar res°duos de pilhas e baterias

Exclu°das as HI:
HI5165 Gerar res°duos da construá∆o civil (provenientes de construá‰es, reformas, reparos e demoliá‰es de obras de construá∆o civil, e os resultantes da preparaá∆o e da escavaá∆o de terrenos, tais como: tijolos, blocos cerÉmicos, concreto em geral, solos, rochas, metais, resinas, colas, tintas, madeiras e compensados, forros, argamassa, gesso, telhas, pavimento asf†ltico, vidros, pl†sticos, tubulaá‰es, fiaá∆o elÇtrica etc., comumente chamados de entulhos de obras, caliáa ou metralha)
HI4724 Gerar res°duos de serviáo de sa£de
 HI5754 Gerar res°duos industriais
 HI6748 Gerar res°duos miner†rios
 HI5172 Gerar res°duos perigosos (Classe I)
 HI5633 Gerar res°duos s¢lidos em †reas de portos, aeroportos, passagens de fronteiras e recintos alfandegados
 HI5162 Gerar res°duos s¢lidos especiais
 HI5353 Realizar atividades de agricultura e/ou pecu†ria e/ou silvicultura e/ou exploraá∆o florestal e/ou aqÅicultura e/ou exploraá∆o industrial em estabelecimentos agr†rios";"HI5662 Comercializar lÉmpadas
HI4997 Comercializar pilhas e baterias
HI5590 Fabricar lÉmpadas
HI6564 Fabricar pilhas e baterias
HI6915 Importar lÉmpadas
HI4979 Importar pilhas e baterias

 HI5166 Gerar res°duos de lÉmpadas
 HI4883 Gerar res°duos de pilhas e baterias

HI5662 Comercializar lÉmpadas
HI4997 Comercializar pilhas e baterias

HI5166 Gerar res°duos de lÉmpadas
 HI4883 Gerar res°duos de pilhas e baterias";OU;Rafael C.;Rafael C.;"Item relativo a lei Municipal 5.873, de 16 de julho de 2002, que disciplina o descarte e o gerenciamento adequado de pilhas, baterias e lÉmpadas usadas, no Munic°pio de Caxias do Sul - RS.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";07.10.2019;"Amanda
01.10.2019"
;NL14883;"RL11065
RL11062";2;" RL11065 ê atendida a proibiá∆o de dispor res°duos especiais para coleta p£blica e descart†-los sob qualquer forma e em qualquer local?
RL11062 Observa-se que os produtos que d∆o origem aos res°duos especiais devem ser entregues aos revendedores dos produtos?";"Criada e inclu°da a HI:
 HI11897 Gerar res°duos especiais no Munic°pio de Curitiba - PR

Exclu°das as HIs:
HI5198 Gerar res°duo de ¢leo lubrificante
HI5199 Gerar res°duo de ¢leo ou gordura (vegetal ou animal) de uso culin†rio
HI5696 Gerar res°duo eletroeletrìnico
HI5166 Gerar res°duos de lÉmpadas
HI4883 Gerar res°duos de pilhas e baterias
HI5171 Gerar res°duos de pneus inserv°veis
HI5489 Gerar res°duos de tintas, vernizes e solventes
HI5526 Possuir instalaá∆o com risco de incàndio"; HI11897 Gerar res°duos especiais no Munic°pio de Curitiba - PR;E;Rafael C.;Rafael C.;"Item relativo a Lei Municipal 13.509, de 08 de junho de 2010, que regulamenta o gerenciamento de res°duos especiais, assim considerados res°duos pneum†ticos, pilhas e baterias, lÉmpadas, embalagens de tintas, solventes e ¢leos lubrificantes e equipamentos, componentes eletroeletrìnicos, ¢leos e/ou gorduras de origem vegetal e animal e extintores de incàndio.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";07.10.2019;"Amanda
01.10.2019"
;NL15718;"RL12097
RL12121
RL29304
RL29308
RL29309
RL12103
RL12095
RL12102
RL12094
RL12092
RL12119
RL12100
RL12106
RL12122
RL12104
RL12117
RL12098
RL12113
RL12112
RL12107
RL12118
RL12111
RL12116
RL12108
RL12127
RL12114
RL29305
RL29307
RL12091
RL12096
RL12099
RL12105
RL12101
RL12093";34;Vide Rls;"Criaá∆o de contexto espec°fico para quem recebe †gua da concession†ria:

RL12093 A †gua utilizada para consumo humano, proveniente de sistema ou de soluá∆o alternativa de abastecimento, est† de acordo com os padr‰es de potabilidade de †gua estabelecidos no cap°tulo V?
RL12122 As an†lises laboratoriais para controle e vigilÉncia da qualidade da †gua para consumo humano s∆o realizadas em laborat¢rio (pr¢prio, conveniado ou subcontratado) em que seja implantado um sistema de gest∆o da qualidade, conforme os requisitos especificados na NBR ISO/IEC 17025?

Alterada a HI dos demais RLs considerando somente a HI:
HI5703 Adotar sistema ou soluá∆o alternativa de abastecimento de †gua pot†vel";"HI5703 Adotar sistema ou soluá∆o alternativa de abastecimento de †gua pot†vel
 HI5361 Utilizar †gua pot†vel";OU;Rafael C.;Rafael C.;"Item relativo a Portaria de Consolidaá∆o MS 05, de 28 de setembro de 2017, que consolida as normas sobre as aá‰es e serviáos de sa£de do Sistema Ènico de Sa£de - SUS,  institui programas voltados para o serviáo e a atená∆o Ö sa£de, estabelece procedimentos de controle e de vigilÉncia da qualidade da †gua para consumo humano e seu padr∆o de potabilidade, lista as doenáas relacionadas ao trabalho, disp‰e sobre a listagem de trabalhadores expostos e ex-expostos ao asbesto/amianto, obriga a vacinaá∆o contra a Febre Amarela dos trabalhadores das †reas portu†rias, aeroportu†rias, de terminais e passagens de fronteira e dos viajantes que chegam, ou que se dirigem Ös †reas endàmicas e aos pa°ses com transmiss∆o de febre amarela e disciplina os Procedimentos Hemoter†picos.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";07.10.2019;"Diego
07.10.2019"
;NL14038 ;RL2341;1;RL2341 As atividades de levantamento, monitoramento, salvamento, resgate e destinaá∆o de fauna para os empreendimentos de aproveitamento hidrelÇtrico s∆o autorizadas pelo IBAMA?;"Inserida a HI:
HI5373 Realizar aproveitamento hidrelÇtrico";"HI5373 Realizar aproveitamento hidrelÇtrico
HI5921 Realizar manejo e/ou exploraá∆o de espÇcies da fauna silvestre";E;Rafael C.;Rafael C.;"Item relativo a Portaria Normativa IBAMA 10, de 22 de maio de 2009, que determina que os procedimentos relativos ao manejo de fauna silvestre previstos na Instruá∆o Normativa IBAMA 146/07 ser∆o restritos ao licenciamento de empreendimentos de aproveitamento hidrelÇtrico.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";08.10.2019;"Diego
07.10.2019"
;NL16960;RL18160;1;RL18160 O dep¢sito e a guarda provis¢rios de animais silvestres apreendidos ou resgatados pelos ¢rg∆os ambientais ou oriundos de entrega espontÉnea Ç realizada por meio de Termo de Dep¢sito de Animal Silvestre (TDAS) ou Termo de Guarda de Animal Silvestre (TGAS), atendidas as obrigaá‰es dos art. 9ß e 10?;"Inserida a HI:
HI5921 Realizar manejo e/ou exploraá∆o de espÇcies da fauna silvestre

Exclu°da a HI:
HI5920 Exercer atividades com potencial impacto a espÇcies da fauna";HI5921 Realizar manejo e/ou exploraá∆o de espÇcies da fauna silvestre;E;Rafael C.;Rafael C.;"Item relativo a Resoluá∆o Conjunta CONAMA 457, de 25 de junho de 2013, que disciplina o dep¢sito e a guarda provis¢rios de animais silvestres apreendidos ou resgatados pelos ¢rg∆os ambientais e tambÇm oriundos de entrega espontÉnea, quando houver justificada impossibilidade de os animais serem libertados em seu habitat ou entregues a jardins zool¢gicos, fundaá‰es ou entidades assemelhadas, por meio do Termo de Dep¢sito de Animal Silvestre (TDAS) ou do Termo de Guarda de Animal Silvestre (TGAS).

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";08.10.2019;"Diego
07.10.2019"
;NL12084;RL17804;1;RL17804 As atividades de aquicultura est∆o registradas no ¢rg∆o estadual competente?;"Inclu°da a HI:
HI5058 Realizar atividades de aquicultura

Exclu°da a hI:
HI5920 Exercer atividades com potencial impacto a espÇcies da fauna";HI5058 Realizar atividades de aquicultura;E;Rafael C.;Rafael C.;"Item relativo a Lei Estadual 11.165, de 27 de junho de 2002, que institui o C¢digo de Pesca e Aquicultura do Estado de S∆o Paulo.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";08.10.2019;"Diego
07.10.2019"
;NL13207;RL6682;1;RL6682 A implantaá∆o e exploraá∆o de sistemas agroflorestais s∆o precedidas de autorizaá∆o do DEPRN?;"Inserida a HI:
HI6506 Implantar, manejar e/ou explorar Sistemas Agroflorestais (SAF)

Exclu°da a HI:
HI5330 Suprimir/ intervir/ manejar vegetaá∆o em †rea de mata atlÉntica"; HI6506 Implantar, manejar e/ou explorar Sistemas Agroflorestais (SAF);E;Rafael C.;Rafael C.;"Item relativo a Resoluá∆o SMA 44, de 30 de junho de 2008, que define procedimentos para a implantaá∆o de sistemas agroflorestais em †reas de recomposiá∆o de Reserva Legal e nas †reas recobertas por vegetaá∆o secund†ria de Mata AtlÉntica em est†gio inicial de regeneraá∆o no Estado de S∆o Paulo. Condiciona a implantaá∆o e exploraá∆o de sistemas agroflorestais Ö autorizaá∆o do Departamento Estadual de Proteá∆o de Recursos Naturais - DEPRN.

?Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";08.10.2019;"Diego
07.10.2019"
;NL42327;RL33269;1;RL33269 ê atendida a proibiá∆o de produá∆o de indiv°duos h°bridos do gànero Callithrix?;"Inclu°da a HI:
HI5923 Possuir ou manter espÇcies da fauna silvestre em cativeiro

Exclu°da a HI:
HI5921 Realizar manejo e/ou exploraá∆o de espÇcies da fauna silvestre";"Inclu°da a HI:
HI5923 Possuir ou manter espÇcies da fauna silvestre em cativeiro";E;Rafael C.;Rafael C.;"Item relativo a Resoluá∆o SMA 164, de 27 de novembro de 2018, que estabelece procedimentos para reproduá∆o de espÇcimes do gànero Callithrix mantidos em empreendimentos de fauna silvestre em cativeiro, no Estado de S∆o Paulo.

?Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";08.10.2019;"Diego
07.10.2019"
;NL12088;RL18165;1;RL18165 ê exigida do respons†vel pela venda de animais pertencentes Ö fauna ex¢tica (n∆o original de SP) a apresentaá∆o do certificado de origem e da licenáa de importaá∆o fornecida pela autoridade respons†vel?;"Criada a HI:
HI11902 Comercializar animais pertencentes Ö fauna ex¢tica";HI11902 Comercializar animais pertencentes Ö fauna ex¢tica;E;Rafael C.;Rafael C.;"Item relativo a Lei Estadual 11.977, de 25 de agosto de 2005, que institui o C¢digo de Proteá∆o aos Animais do Estado de S∆o Paulo.

Ap¢s a reavaliaá∆o da norma, foi efetuado o abaixo indicado.";08.10.2019;"Diego
07.10.2019"
